"Id","Imp_Innov","Imp_ConstCom","Imp_CreatCom","Imp_TimelyInf","Imp_SaveMT","Imp_SaveML","Imp_TaskMgm","Imp_DeviceSt","Imp_Photo","Imp_Wellness","Imp_Athlete","Imp_Style","WTP","iPhone","CompBuy","FB_Insta","Twit","Snap","YouTube","Pod_radio","TV","NewsP","AmznP","Age","Degree","Income","Occupation","Gender"
443,4,1,5,3,4,3,3,3,4,3,4,4,230,"iPhone","No","Yes","No","No","Yes","Yes","Yes","No","Yes",39,"Undergraduate degree","$71k – $100k","Sales","Male"
444,5,5,5,5,3,4,6,4,3,7,4,6,250,"iPhone","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes",25,"Master’s degree or higher","$71k – $100k","Sales","Female"
445,5,4,3,4,3,4,3,4,2,3,3,3,190,"other smartphone","No","Yes","No","No","Yes","Yes","Yes","No","No",40,"Undergraduate degree","$40k - $70k","Small-medium business/self-employed","Male"
446,2,4,3,7,2,5,6,7,2,5,3,3,210,"iPhone","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes",42,"Master’s degree or higher","$71k – $100k","Advertising/public relations","Male"
447,4,6,5,3,4,3,3,1,3,4,4,3,230,"iPhone","No","No","No","Yes","Yes","Yes","Yes","No","No",39,"Undergraduate degree","$71k – $100k","Sales","Male"
448,4,5,4,3,3,4,6,4,3,7,4,4,230,"iPhone","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes",27,"Master’s degree or higher","$71k – $100k","Sales","Male"
449,5,3,5,5,4,5,5,4,3,7,5,7,230,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",32,"Master’s degree or higher","$101k - $175k","Sales","Male"
450,4,3,4,2,4,3,3,3,6,3,4,3,240,"iPhone","No","No","No","Yes","Yes","Yes","Yes","No","No",40,"Undergraduate degree","$71k – $100k","Engineering","Male"
451,3,7,6,3,4,6,4,5,3,5,7,4,130,"other smartphone","No","Yes","Yes","Yes","Yes","No","No","No","Yes",27,"Undergraduate degree","> $175k","Advertising/public relations","Male"
452,5,5,3,4,3,1,3,2,2,3,2,4,180,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",41,"Undergraduate degree","$40k - $70k","Construction/transportation/manufacturing/logistics","Male"
453,5,6,7,5,5,4,6,2,3,5,5,4,150,"other smartphone","No","No","No","Yes","Yes","No","No","Yes","No",26,"Undergraduate degree","$71k – $100k","Technology","Female"
454,5,4,7,4,5,5,6,4,5,4,5,5,220,"iPhone","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No",31,"Undergraduate degree","$40k - $70k","Retailing/services/restaurant","Female"
455,4,7,3,6,2,3,6,4,1,2,1,4,240,"iPhone","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",37,"Master’s degree or higher","$101k - $175k","Advertising/public relations","Female"
456,4,4,5,3,4,3,3,1,5,4,4,4,150,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No",42,"Undergraduate degree","< $40k","Sales","Female"
457,2,5,2,7,2,5,6,7,3,1,1,4,320,"iPhone","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No",36,"Master’s degree or higher","$71k – $100k","Advertising/public relations","Female"
458,1,1,4,1,3,3,1,4,4,1,2,4,150,"iPhone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",39,"Undergraduate degree","$71k – $100k","Education","Male"
459,3,5,4,5,4,6,5,5,2,5,7,4,210,"iPhone","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes",31,"Undergraduate degree","> $175k","Advertising/public relations","Female"
460,3,4,4,4,4,3,3,2,3,3,2,4,240,"other smartphone","No","No","No","No","Yes","Yes","Yes","No","No",41,"Undergraduate degree","$101k - $175k","Financial services","Male"
461,4,5,6,7,4,7,3,7,3,5,6,4,170,"other smartphone","No","Yes","Yes","Yes","Yes","No","No","No","Yes",29,"Undergraduate degree","$40k - $70k","Advertising/public relations","Female"
462,2,3,7,2,5,4,1,1,2,1,3,3,150,"other smartphone","No","No","No","Yes","Yes","Yes","Yes","No","Yes",43,"Undergraduate degree","< $40k","Retailing/services/restaurant","Female"
463,4,5,7,4,3,3,4,4,2,2,3,4,110,"other smartphone","No","Yes","No","No","Yes","Yes","Yes","No","No",40,"Undergraduate degree","$71k – $100k","Retailing/services/restaurant","Female"
464,6,4,5,3,5,4,4,3,3,5,3,3,100,"other smartphone","No","No","No","No","Yes","Yes","Yes","No","No",34,"Undergraduate degree","$40k - $70k","Education","Male"
465,5,6,6,4,5,4,2,3,4,5,3,2,180,"other smartphone","No","No","No","No","Yes","Yes","Yes","No","Yes",34,"Undergraduate degree","$71k – $100k","Technology","Male"
466,4,6,3,5,4,6,7,4,3,7,4,6,230,"iPhone","No","Yes","No","No","Yes","No","Yes","Yes","Yes",32,"Master’s degree or higher","$71k – $100k","Advertising/public relations","Male"
467,4,7,5,5,4,6,7,4,3,7,4,6,210,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",35,"Master’s degree or higher","> $175k","Advertising/public relations","Female"
468,1,1,5,1,4,3,1,2,4,3,4,4,120,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",34,"Undergraduate degree","$40k - $70k","Education","Male"
469,1,5,1,4,3,5,4,4,1,4,3,4,250,"other smartphone","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",36,"Master’s degree or higher","$71k – $100k","Other/family caretaker","Female"
470,3,3,4,1,3,2,1,1,5,3,3,4,210,"iPhone","No","No","No","No","Yes","Yes","Yes","No","Yes",33,"Undergraduate degree","$71k – $100k","Advertising/public relations","Female"
471,2,2,1,2,2,3,3,5,5,1,2,4,200,"other smartphone","No","No","No","Yes","Yes","Yes","Yes","No","Yes",41,"Undergraduate degree","$71k – $100k","Education","Female"
472,3,4,4,4,3,3,1,4,4,3,2,4,150,"iPhone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",42,"Undergraduate degree","$71k – $100k","Construction/transportation/manufacturing/logistics","Female"
473,3,5,5,5,3,6,6,4,3,7,5,6,200,"iPhone","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes",36,"Master’s degree or higher","$101k - $175k","Advertising/public relations","Male"
474,4,4,2,4,4,3,1,3,4,3,3,4,200,"other smartphone","No","No","No","No","Yes","Yes","Yes","No","No",35,"Undergraduate degree","$101k - $175k","Education","Female"
475,6,5,5,4,3,6,7,4,3,7,4,5,200,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",37,"Undergraduate degree","> $175k","Advertising/public relations","Male"
476,4,4,6,5,4,6,2,7,3,5,6,6,200,"iPhone","No","Yes","No","No","Yes","No","Yes","No","Yes",24,"Master’s degree or higher","> $175k","Advertising/public relations","Male"
477,2,4,5,4,2,5,4,6,3,4,3,4,190,"iPhone","Yes","No","No","No","Yes","Yes","Yes","Yes","No",44,"Master’s degree or higher","$71k – $100k","Education","Female"
478,5,4,5,3,4,2,3,1,2,3,3,4,290,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",46,"Undergraduate degree","$71k – $100k","Financial services","Male"
479,6,7,2,6,3,4,6,4,2,5,4,3,320,"iPhone","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes",30,"Master’s degree or higher","$101k - $175k","Education","Female"
480,5,7,4,5,3,4,7,5,1,3,4,3,360,"iPhone","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",44,"Master’s degree or higher","$101k - $175k","Construction/transportation/manufacturing/logistics","Male"
481,4,4,5,4,4,3,3,2,3,4,3,3,180,"iPhone","No","Yes","No","No","Yes","Yes","Yes","No","No",41,"Undergraduate degree","$40k - $70k","Retailing/services/restaurant","Female"
482,6,6,3,6,3,1,3,1,3,3,2,4,250,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",41,"Undergraduate degree","$71k – $100k","Financial services","Male"
483,4,4,5,4,4,6,4,5,2,5,6,6,170,"other smartphone","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",30,"Undergraduate degree","$40k - $70k","Education","Male"
484,4,3,6,1,4,3,4,1,4,4,3,3,250,"iPhone","No","Yes","No","Yes","Yes","No","Yes","Yes","No",34,"Undergraduate degree","$71k – $100k","Technology","Male"
485,2,4,3,4,3,2,3,2,4,2,1,3,280,"other smartphone","No","Yes","Yes","Yes","No","No","Yes","No","Yes",44,"Undergraduate degree","$101k - $175k","Financial services","Male"
486,3,4,2,4,2,4,5,5,1,4,3,4,190,"iPhone","Yes","No","No","No","No","Yes","Yes","Yes","Yes",35,"Master’s degree or higher","$71k – $100k","Construction/transportation/manufacturing/logistics","Female"
487,4,5,4,5,3,5,4,7,3,6,5,6,200,"iPhone","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes",37,"Master’s degree or higher","> $175k","Advertising/public relations","Female"
488,4,5,2,5,2,4,7,6,2,4,3,3,230,"other smartphone","Yes","Yes","No","No","No","Yes","Yes","Yes","No",42,"Master’s degree or higher","$71k – $100k","Construction/transportation/manufacturing/logistics","Male"
489,5,5,6,4,4,5,7,7,3,7,4,7,260,"iPhone","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes",32,"Master’s degree or higher","$71k – $100k","Advertising/public relations","Female"
490,3,7,3,7,3,5,7,6,2,3,2,3,220,"iPhone","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",34,"Master’s degree or higher","> $175k","Construction/transportation/manufacturing/logistics","Male"
491,3,4,3,4,2,5,5,6,1,4,4,3,310,"other smartphone","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",38,"Master’s degree or higher","> $175k","Construction/transportation/manufacturing/logistics","Male"
492,5,4,4,3,5,6,2,3,3,5,7,4,160,"iPhone","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",25,"Undergraduate degree","> $175k","Education","Female"
493,3,3,5,2,4,3,4,1,4,3,4,3,200,"iPhone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",36,"Undergraduate degree","$71k – $100k","Retailing/services/restaurant","Male"
494,6,5,5,4,3,6,4,7,3,7,5,6,210,"other smartphone","No","Yes","No","No","No","No","Yes","No","Yes",32,"Undergraduate degree","$71k – $100k","Advertising/public relations","Male"
495,5,4,4,3,3,2,3,2,3,4,4,3,210,"other smartphone","No","Yes","No","No","No","No","Yes","No","No",35,"Undergraduate degree","$101k - $175k","Sales","Female"
496,3,5,2,5,2,4,5,5,1,4,2,4,230,"iPhone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",45,"Undergraduate degree","> $175k","Construction/transportation/manufacturing/logistics","Female"
497,3,4,5,4,4,3,3,3,3,3,3,4,200,"other smartphone","No","Yes","No","No","No","Yes","Yes","No","No",40,"Undergraduate degree","$71k – $100k","Financial services","Female"
498,6,7,2,7,2,4,7,6,2,1,1,3,210,"iPhone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",39,"Undergraduate degree","$71k – $100k","Construction/transportation/manufacturing/logistics","Male"
499,6,5,5,4,4,6,4,7,3,7,5,6,220,"iPhone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",35,"Master’s degree or higher","> $175k","Advertising/public relations","Male"
500,5,4,5,1,3,6,3,5,2,5,6,4,150,"iPhone","No","Yes","Yes","Yes","No","No","No","No","Yes",30,"Master’s degree or higher","> $175k","Education","Male"
501,2,5,2,7,2,5,3,7,1,3,2,3,200,"iPhone","No","Yes","No","No","Yes","Yes","Yes","Yes","No",35,"Undergraduate degree","> $175k","Construction/transportation/manufacturing/logistics","Female"
502,3,5,3,4,3,5,4,5,1,5,3,3,340,"other smartphone","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",38,"Undergraduate degree","> $175k","Construction/transportation/manufacturing/logistics","Female"
503,6,5,7,6,5,4,5,2,6,5,5,4,190,"other smartphone","No","Yes","No","Yes","No","No","No","No","No",34,"Undergraduate degree","$71k – $100k","Advertising/public relations","Female"
504,4,5,3,7,2,4,7,4,1,2,2,4,330,"other smartphone","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",33,"Undergraduate degree","> $175k","Construction/transportation/manufacturing/logistics","Male"
505,3,5,2,7,2,3,4,4,2,1,1,3,200,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",45,"Undergraduate degree","> $175k","Construction/transportation/manufacturing/logistics","Female"
506,5,5,4,4,5,6,2,4,3,5,7,6,200,"other smartphone","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes",25,"Undergraduate degree","> $175k","Education","Female"
507,4,3,2,7,2,4,7,5,2,5,3,4,180,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",44,"Undergraduate degree","> $175k","Construction/transportation/manufacturing/logistics","Female"
508,3,4,2,7,2,3,4,4,1,1,1,4,240,"iPhone","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No",38,"Undergraduate degree","> $175k","Construction/transportation/manufacturing/logistics","Male"
509,4,6,5,5,4,3,3,3,4,3,4,4,200,"other smartphone","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",40,"Undergraduate degree","$71k – $100k","Sales","Female"
510,4,1,4,2,3,6,2,6,2,6,6,4,200,"other smartphone","No","Yes","No","Yes","No","No","No","No","Yes",26,"Undergraduate degree","$40k - $70k","Education","Female"
511,3,1,5,1,4,3,3,1,4,3,4,3,150,"other smartphone","No","Yes","No","Yes","No","No","Yes","No","No",39,"Undergraduate degree","< $40k","Sales","Male"
512,3,4,5,6,4,6,5,5,3,5,7,4,170,"iPhone","No","Yes","No","Yes","No","No","No","No","Yes",27,"Undergraduate degree","$40k - $70k","Education","Male"
513,6,2,6,1,5,3,5,2,5,5,5,4,170,"other smartphone","No","No","No","Yes","No","No","No","Yes","No",30,"Undergraduate degree","$40k - $70k","Retailing/services/restaurant","Female"
514,6,7,4,4,3,6,5,7,3,6,5,5,230,"other smartphone","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes",38,"Undergraduate degree","$71k – $100k","Advertising/public relations","Female"
515,5,6,5,5,4,6,7,7,3,7,5,7,230,"other smartphone","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",36,"Master’s degree or higher","> $175k","Advertising/public relations","Female"
516,3,5,5,5,4,6,7,7,3,7,4,7,280,"other smartphone","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes",40,"Master’s degree or higher","> $175k","Advertising/public relations","Female"
517,3,4,2,4,2,5,3,7,1,4,3,3,210,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",44,"Undergraduate degree","> $175k","Construction/transportation/manufacturing/logistics","Male"
518,2,7,4,4,3,5,4,5,3,3,4,4,240,"iPhone","No","Yes","Yes","No","Yes","No","Yes","No","No",40,"Undergraduate degree","> $175k","Construction/transportation/manufacturing/logistics","Female"
519,4,5,5,4,3,3,4,3,4,4,3,5,160,"other smartphone","No","Yes","No","Yes","No","Yes","Yes","Yes","No",40,"Undergraduate degree","$71k – $100k","Sales","Female"
520,5,3,4,5,3,5,7,7,3,6,4,7,300,"iPhone","No","Yes","No","No","No","No","Yes","Yes","Yes",33,"Undergraduate degree","$71k – $100k","Advertising/public relations","Female"
521,3,2,6,3,4,3,3,1,3,4,4,3,220,"other smartphone","No","No","No","No","No","No","Yes","No","Yes",41,"Master’s degree or higher","$40k - $70k","Financial services","Female"
522,3,4,1,5,1,2,5,4,1,2,1,3,200,"other smartphone","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes",44,"Undergraduate degree","> $175k","Construction/transportation/manufacturing/logistics","Male"
523,5,7,2,7,2,4,7,6,2,5,3,3,210,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",36,"Undergraduate degree","> $175k","Construction/transportation/manufacturing/logistics","Female"
524,6,6,6,5,4,4,7,7,3,5,4,6,300,"other smartphone","Yes","Yes","No","No","No","No","Yes","Yes","Yes",26,"Master’s degree or higher","$71k – $100k","Advertising/public relations","Male"
525,5,5,5,5,4,2,3,2,2,4,3,3,170,"other smartphone","No","No","No","No","No","No","Yes","No","No",35,"Undergraduate degree","$71k – $100k","Education","Male"
526,4,7,7,1,6,3,3,1,4,6,3,4,150,"other smartphone","No","No","Yes","No","No","Yes","Yes","Yes","No",32,"Undergraduate degree","$71k – $100k","Sales","Male"
527,5,1,4,7,4,2,4,1,2,3,3,4,250,"other smartphone","No","Yes","Yes","Yes","No","Yes","Yes","No","No",42,"Master’s degree or higher","$71k – $100k","Financial services","Male"
528,3,5,6,1,4,5,4,7,3,5,4,5,220,"other smartphone","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",37,"Undergraduate degree","$71k – $100k","Education","Male"
529,6,1,5,7,4,2,3,2,3,5,4,4,340,"other smartphone","No","No","No","Yes","No","Yes","Yes","No","Yes",39,"Undergraduate degree","$71k – $100k","Financial services","Male"
530,4,5,4,6,4,3,3,3,5,3,3,3,130,"other smartphone","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No",40,"Master’s degree or higher","$40k - $70k","Construction/transportation/manufacturing/logistics","Female"
531,4,1,5,4,4,4,3,5,5,4,4,4,160,"other smartphone","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",42,"Undergraduate degree","$101k - $175k","Sales","Female"
532,4,6,2,2,2,4,4,4,1,5,3,4,180,"other smartphone","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No",39,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Female"
533,4,2,3,6,3,1,3,1,3,3,3,4,290,"other smartphone","No","No","No","No","No","No","Yes","No","Yes",32,"Master’s degree or higher","$101k - $175k","Other/family caretaker","Female"
534,3,4,4,3,4,4,4,4,4,2,3,3,160,"other smartphone","No","Yes","Yes","Yes","No","Yes","Yes","No","No",42,"Master’s degree or higher","$71k – $100k","Small-medium business/self-employed","Female"
535,4,5,5,5,4,6,7,7,4,5,5,7,230,"iPhone","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",39,"Undergraduate degree","$71k – $100k","Education","Male"
536,2,7,2,4,2,2,3,4,1,2,1,1,250,"other smartphone","No","Yes","Yes","No","Yes","No","Yes","No","Yes",40,"Undergraduate degree","> $175k","Construction/transportation/manufacturing/logistics","Female"
537,5,6,6,4,5,4,7,4,5,4,5,4,210,"iPhone","No","Yes","Yes","Yes","No","Yes","No","Yes","No",27,"Undergraduate degree","$40k - $70k","Education","Female"
538,5,4,2,1,2,1,3,1,4,2,2,4,170,"other smartphone","No","Yes","Yes","Yes","No","Yes","Yes","No","No",44,"Undergraduate degree","$40k - $70k","Retailing/services/restaurant","Male"
539,5,5,5,1,4,6,4,7,3,6,5,7,270,"iPhone","No","Yes","No","No","No","No","Yes","Yes","Yes",28,"Undergraduate degree","$71k – $100k","Education","Male"
540,3,6,2,5,2,4,5,6,1,4,3,3,200,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",42,"Undergraduate degree","> $175k","Construction/transportation/manufacturing/logistics","Female"
541,4,5,5,1,4,5,4,4,3,7,4,7,220,"iPhone","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",28,"Undergraduate degree","$71k – $100k","Education","Male"
542,4,4,6,3,4,3,3,1,5,4,3,3,240,"other smartphone","No","No","No","No","No","No","Yes","No","Yes",38,"Master’s degree or higher","$71k – $100k","Financial services","Male"
543,6,7,4,5,3,5,7,4,3,7,5,7,260,"iPhone","No","Yes","No","No","No","No","Yes","Yes","No",33,"Undergraduate degree","$71k – $100k","Education","Male"
544,7,6,7,5,6,5,7,4,6,6,5,6,290,"other smartphone","No","Yes","Yes","Yes","No","Yes","No","Yes","No",25,"Undergraduate degree","$71k – $100k","Technology","Female"
545,3,5,5,4,4,3,3,2,3,3,3,4,100,"other smartphone","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No",39,"Undergraduate degree","< $40k","Construction/transportation/manufacturing/logistics","Female"
546,2,5,1,4,2,3,3,4,1,4,2,3,190,"iPhone","Yes","No","No","No","Yes","No","Yes","No","Yes",38,"Master’s degree or higher","$101k - $175k","Construction/transportation/manufacturing/logistics","Male"
547,2,4,1,3,2,1,4,3,5,1,1,3,200,"other smartphone","No","No","No","No","No","No","Yes","No","Yes",40,"Undergraduate degree","$101k - $175k","Retailing/services/restaurant","Male"
548,4,4,2,7,2,4,7,7,1,5,2,3,340,"iPhone","Yes","No","No","No","Yes","No","Yes","No","No",41,"Undergraduate degree","$101k - $175k","Construction/transportation/manufacturing/logistics","Male"
549,7,2,3,3,3,1,3,1,4,3,3,4,120,"other smartphone","No","No","No","No","No","No","Yes","No","No",43,"Undergraduate degree","< $40k","Retailing/services/restaurant","Male"
550,4,4,7,4,6,3,3,2,3,3,3,5,180,"other smartphone","No","No","No","No","No","No","Yes","No","No",36,"Undergraduate degree","$101k - $175k","Advertising/public relations","Female"
551,4,7,3,5,2,4,4,4,1,5,4,5,180,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","No","No",40,"Undergraduate degree","$71k – $100k","Construction/transportation/manufacturing/logistics","Female"
552,2,3,5,1,4,3,2,2,3,1,3,4,140,"other smartphone","No","No","No","No","No","No","Yes","No","No",41,"Undergraduate degree","$40k - $70k","Retailing/services/restaurant","Male"
553,3,4,2,4,2,3,4,5,1,5,4,3,200,"other smartphone","No","No","Yes","No","Yes","Yes","Yes","No","Yes",44,"Master’s degree or higher","$71k – $100k","Construction/transportation/manufacturing/logistics","Male"
554,4,1,6,4,5,4,3,3,4,3,4,4,180,"other smartphone","No","Yes","Yes","Yes","No","Yes","Yes","No","No",42,"Undergraduate degree","$40k - $70k","Retailing/services/restaurant","Male"
555,6,7,4,5,3,5,7,4,3,6,5,7,300,"iPhone","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes",33,"Undergraduate degree","$71k – $100k","Education","Male"
556,3,1,4,1,4,3,4,3,5,3,4,3,150,"other smartphone","No","Yes","No","Yes","No","No","Yes","Yes","No",39,"Undergraduate degree","$71k – $100k","Retailing/services/restaurant","Male"
557,5,5,5,4,3,4,7,4,3,4,4,5,250,"iPhone","No","Yes","No","Yes","No","No","Yes","Yes","Yes",31,"Undergraduate degree","> $175k","Education","Male"
558,5,6,4,5,3,4,7,4,2,3,3,3,330,"iPhone","No","No","No","No","Yes","No","Yes","Yes","No",31,"Undergraduate degree","> $175k","Engineering","Male"
559,3,5,5,3,4,3,3,1,3,3,3,3,220,"other smartphone","No","No","No","No","No","No","Yes","No","Yes",38,"Undergraduate degree","$101k - $175k","Sales","Male"
560,5,6,6,3,4,3,3,1,4,4,4,3,150,"other smartphone","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",32,"Undergraduate degree","$71k – $100k","Technology","Male"
561,3,7,4,4,3,2,3,2,4,2,2,3,160,"other smartphone","No","Yes","Yes","Yes","No","No","Yes","No","No",46,"Undergraduate degree","$71k – $100k","Sales","Female"
562,5,5,3,3,3,4,4,4,3,2,3,4,240,"other smartphone","No","Yes","Yes","Yes","No","Yes","Yes","No","No",44,"Master’s degree or higher","$71k – $100k","Other/family caretaker","Female"
563,3,4,1,4,3,3,3,2,3,3,3,4,150,"other smartphone","No","No","No","No","No","No","Yes","No","No",39,"Undergraduate degree","$40k - $70k","Education","Male"
564,5,6,6,5,4,4,2,4,3,5,3,5,150,"other smartphone","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No",33,"Undergraduate degree","$71k – $100k","Education","Male"
565,4,4,5,2,6,3,4,1,6,4,3,3,200,"other smartphone","No","No","No","No","No","No","Yes","No","Yes",39,"Undergraduate degree","$71k – $100k","Sales","Male"
566,3,4,2,3,1,3,4,4,5,2,2,4,190,"other smartphone","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",40,"Undergraduate degree","$71k – $100k","Sales","Male"
567,6,4,1,3,5,1,3,3,5,3,3,4,150,"other smartphone","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No",33,"Undergraduate degree","$71k – $100k","Technology","Male"
568,3,5,7,4,2,3,3,4,5,5,3,5,260,"other smartphone","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",40,"Master’s degree or higher","$71k – $100k","Small-medium business/self-employed","Male"
569,2,2,6,1,2,4,3,2,3,1,4,3,240,"other smartphone","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",39,"Undergraduate degree","$71k – $100k","Retailing/services/restaurant","Male"
570,2,5,7,5,5,3,2,2,3,2,1,3,170,"other smartphone","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No",33,"Undergraduate degree","$71k – $100k","Advertising/public relations","Female"
571,7,6,7,5,5,5,5,3,7,6,5,6,200,"iPhone","No","No","No","Yes","No","No","No","Yes","Yes",29,"Master’s degree or higher","$71k – $100k","Engineering","Female"
572,4,6,5,6,4,3,3,4,1,4,2,4,150,"other smartphone","No","Yes","No","No","No","No","Yes","Yes","Yes",39,"Undergraduate degree","$71k – $100k","Construction/transportation/manufacturing/logistics","Male"
573,6,5,5,4,4,5,6,4,3,7,4,6,290,"iPhone","No","Yes","No","Yes","No","No","Yes","Yes","No",25,"Undergraduate degree","$71k – $100k","Education","Male"
574,7,4,7,3,7,2,6,3,3,5,5,4,250,"iPhone","No","No","Yes","Yes","No","Yes","No","Yes","No",28,"Undergraduate degree","$71k – $100k","Technology","Male"
575,5,7,5,5,4,5,7,4,3,7,4,7,260,"iPhone","No","Yes","Yes","Yes","No","Yes","No","Yes","No",25,"Undergraduate degree","$71k – $100k","Education","Male"
576,4,5,7,5,1,4,3,4,5,6,4,4,190,"iPhone","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No",32,"Undergraduate degree","$71k – $100k","Advertising/public relations","Female"
577,4,7,7,5,7,5,2,4,5,6,6,6,160,"iPhone","No","Yes","No","Yes","No","No","No","Yes","Yes",30,"Undergraduate degree","> $175k","Education","Male"
578,5,4,3,1,5,3,4,1,3,5,3,3,190,"iPhone","No","No","No","No","No","No","Yes","No","No",34,"Undergraduate degree","$101k - $175k","Technology","Female"
579,6,5,6,4,7,4,3,2,2,6,5,5,260,"other smartphone","No","Yes","No","No","No","No","Yes","No","Yes",32,"Master’s degree or higher","$40k - $70k","Financial services","Female"
580,3,5,2,6,2,4,4,5,1,4,2,4,330,"other smartphone","No","No","Yes","No","Yes","Yes","No","Yes","No",33,"Undergraduate degree","$71k – $100k","Engineering","Female"
581,4,6,2,7,2,3,7,5,1,5,2,4,210,"iPhone","No","No","No","No","Yes","No","Yes","No","Yes",36,"Undergraduate degree","$71k – $100k","Engineering","Male"
582,6,4,7,4,5,4,5,4,5,5,5,5,180,"other smartphone","No","No","No","Yes","No","No","Yes","Yes","No",25,"Master’s degree or higher","$71k – $100k","Advertising/public relations","Female"
583,2,4,4,3,3,4,3,4,3,1,2,3,140,"other smartphone","No","Yes","No","Yes","No","No","Yes","No","No",40,"Undergraduate degree","$40k - $70k","Retailing/services/restaurant","Female"
584,2,4,5,4,4,3,3,2,3,3,3,4,270,"other smartphone","No","Yes","No","Yes","No","No","Yes","Yes","No",39,"Undergraduate degree","$101k - $175k","Advertising/public relations","Female"
585,3,6,4,5,3,4,5,4,3,6,4,5,240,"iPhone","No","Yes","No","Yes","No","No","Yes","Yes","No",35,"Undergraduate degree","> $175k","Construction/transportation/manufacturing/logistics","Male"
586,4,4,6,4,4,3,1,1,4,5,3,3,140,"iPhone","No","No","No","No","No","No","Yes","No","No",35,"Undergraduate degree","$71k – $100k","Sales","Male"
587,3,2,4,1,4,3,4,3,5,2,3,3,200,"iPhone","No","No","No","No","No","No","Yes","No","Yes",43,"Master’s degree or higher","$71k – $100k","Financial services","Male"
